shop_id,month,gmv_index,is_distressed
SHOP000077,7,80.5,0
SHOP000077,8,90.7,0
SHOP000077,9,93.3,0
SHOP000077,10,94.9,0
SHOP000077,11,97.1,0
SHOP000077,12,94.0,0
SHOP000078,1,48.5,0
SHOP000078,2,51.5,0
SHOP000078,3,63.9,0
SHOP000078,4,55.6,0
SHOP000078,5,64.6,0
SHOP000078,6,64.4,0
SHOP000078,7,70.4,0
SHOP000078,8,69.1,0
SHOP000078,9,79.4,0
SHOP000078,10,77.8,0
SHOP000078,11,87.0,0
SHOP000078,12,89.0,0
SHOP000079,1,45.7,0
SHOP000079,2,48.8,0
SHOP000079,3,57.7,0
SHOP000079,4,61.0,0
SHOP000079,5,56.5,0
SHOP000079,6,63.7,0
SHOP000079,7,62.5,0
SHOP000079,8,64.0,0
SHOP000079,9,66.5,0
SHOP000079,10,71.5,0
SHOP000079,11,65.3,0
SHOP000079,12,72.4,0
SHOP000080,1,50.3,1
SHOP000080,2,49.3,1
SHOP000080,3,46.4,1
SHOP000080,4,43.8,1
SHOP000080,5,38.5,1
SHOP000080,6,39.9,1
SHOP000080,7,36.2,1
SHOP000080,8,34.0,1
SHOP000080,9,27.1,1
SHOP000080,10,35.2,1
SHOP000080,11,27.2,1
SHOP000080,12,28.3,1
SHOP000081,1,72.9,0
SHOP000081,2,85.9,0
SHOP000081,3,85.7,0
SHOP000081,4,84.1,0
SHOP000081,5,89.4,0
SHOP000081,6,98.0,0
SHOP000081,7,101.5,0
SHOP000081,8,104.3,0
SHOP000081,9,103.5,0
SHOP000081,10,111.0,0
SHOP000081,11,118.0,0
SHOP000081,12,125.2,0
SHOP000082,1,58.8,0
SHOP000082,2,64.0,0
SHOP000082,3,60.0,0
SHOP000082,4,67.2,0
SHOP000082,5,71.1,0
SHOP000082,6,75.5,0
SHOP000082,7,77.3,0
SHOP000082,8,79.7,0
SHOP000082,9,82.0,0
SHOP000082,10,86.7,0
SHOP000082,11,91.1,0
SHOP000082,12,93.7,0
SHOP000083,1,67.7,0
SHOP000083,2,64.0,0
SHOP000083,3,70.4,0
SHOP000083,4,78.4,0
SHOP000083,5,74.3,0
SHOP000083,6,81.9,0
SHOP000083,7,80.6,0
SHOP000083,8,85.7,0
SHOP000083,9,83.5,0
SHOP000083,10,96.2,0
SHOP000083,11,98.2,0
SHOP000083,12,94.3,0
SHOP000084,1,49.3,0
SHOP000084,2,50.8,0
SHOP000084,3,53.5,0
SHOP000084,4,54.7,0
SHOP000084,5,52.0,0
SHOP000084,6,59.8,0
SHOP000084,7,62.9,0
SHOP000084,8,58.9,0
SHOP000084,9,59.6,0
SHOP000084,10,62.3,0
SHOP000084,11,63.4,0
SHOP000084,12,68.8,0
SHOP000085,1,59.7,1
SHOP000085,2,58.8,1
SHOP000085,3,59.8,1
SHOP000085,4,56.7,1
SHOP000085,5,53.5,1
SHOP000085,6,51.9,1
SHOP000085,7,52.4,1
SHOP000085,8,45.9,1
SHOP000085,9,42.0,1
SHOP000085,10,42.1,1
SHOP000085,11,46.8,1
SHOP000085,12,36.8,1
SHOP000086,1,67.3,0
SHOP000086,2,71.4,0
SHOP000086,3,70.4,0
SHOP000086,4,71.7,0
SHOP000086,5,77.0,0
SHOP000086,6,74.8,0
SHOP000086,7,83.3,0
SHOP000086,8,80.4,0
SHOP000086,9,85.7,0
SHOP000086,10,84.6,0
SHOP000086,11,88.2,0
SHOP000086,12,90.2,0
SHOP000087,1,63.5,0
SHOP000087,2,66.5,0
SHOP000087,3,71.1,0
SHOP000087,4,75.9,0
SHOP000087,5,85.4,0
SHOP000087,6,86.5,0
SHOP000087,7,93.1,0
SHOP000087,8,91.3,0
SHOP000087,9,96.6,0
SHOP000087,10,99.9,0
SHOP000087,11,100.4,0
SHOP000087,12,112.5,0
SHOP000088,1,49.3,0
SHOP000088,2,53.5,0
SHOP000088,3,54.8,0
SHOP000088,4,55.9,0
SHOP000088,5,60.9,0
SHOP000088,6,56.5,0
SHOP000088,7,55.2,0
SHOP000088,8,63.9,0
SHOP000088,9,63.1,0
SHOP000088,10,68.0,0
SHOP000088,11,73.9,0
SHOP000088,12,73.3,0
SHOP000089,1,63.9,0
SHOP000089,2,66.4,0
SHOP000089,3,68.3,0
SHOP000089,4,69.3,0
SHOP000089,5,68.5,0
SHOP000089,6,74.7,0
SHOP000089,7,80.4,0
SHOP000089,8,77.1,0
SHOP000089,9,83.8,0
SHOP000089,10,90.6,0
SHOP000089,11,89.3,0
SHOP000089,12,91.7,0
SHOP000090,1,64.4,1
SHOP000090,2,51.2,1
SHOP000090,3,49.5,1
SHOP000090,4,50.7,1
SHOP000090,5,45.0,1
SHOP000090,6,43.7,1
SHOP000090,7,41.4,1
SHOP000090,8,42.6,1
SHOP000090,9,34.6,1
SHOP000090,10,36.8,1
SHOP000090,11,33.6,1
SHOP000090,12,34.0,1
SHOP000091,1,62.7,0
SHOP000091,2,67.8,0
SHOP000091,3,68.9,0
SHOP000091,4,73.2,0
SHOP000091,5,74.8,0
SHOP000091,6,81.2,0
SHOP000091,7,83.4,0
SHOP000091,8,83.1,0
SHOP000091,9,91.8,0
SHOP000091,10,102.2,0
SHOP000091,11,94.4,0
SHOP000091,12,103.0,0
SHOP000092,1,51.0,0
SHOP000092,2,53.4,0
SHOP000092,3,59.4,0
SHOP000092,4,59.2,0
SHOP000092,5,62.4,0
SHOP000092,6,65.2,0
SHOP000092,7,73.8,0
SHOP000092,8,81.4,0
SHOP000092,9,84.8,0
SHOP000092,10,87.6,0
SHOP000092,11,98.1,0
SHOP000092,12,93.9,0
SHOP000093,1,46.7,0
SHOP000093,2,52.7,0
SHOP000093,3,60.3,0
SHOP000093,4,66.7,0
SHOP000093,5,70.8,0
SHOP000093,6,76.7,0
SHOP000093,7,78.9,0
SHOP000093,8,78.6,0
SHOP000093,9,84.3,0
SHOP000093,10,88.3,0
SHOP000093,11,96.2,0
SHOP000093,12,100.0,0
SHOP000094,1,53.5,0
SHOP000094,2,49.9,0
SHOP000094,3,52.7,0
SHOP000094,4,57.9,0
SHOP000094,5,59.7,0
SHOP000094,6,58.2,0
SHOP000094,7,62.0,0
SHOP000094,8,64.5,0
SHOP000094,9,70.3,0
SHOP000094,10,68.8,0
SHOP000094,11,65.8,0
SHOP000094,12,68.2,0
SHOP000095,1,55.4,1
SHOP000095,2,53.4,1
SHOP000095,3,56.2,1
SHOP000095,4,50.2,1
SHOP000095,5,42.3,1
SHOP000095,6,54.8,1
SHOP000095,7,43.7,1
SHOP000095,8,41.5,1
SHOP000095,9,42.2,1
SHOP000095,10,39.7,1
SHOP000095,11,40.0,1
SHOP000095,12,36.0,1
SHOP000096,1,55.6,0
SHOP000096,2,66.2,0
SHOP000096,3,64.3,0
SHOP000096,4,65.1,0
SHOP000096,5,72.7,0
SHOP000096,6,75.1,0
SHOP000096,7,78.6,0
SHOP000096,8,82.7,0
SHOP000096,9,81.4,0
SHOP000096,10,79.5,0
SHOP000096,11,89.1,0
SHOP000096,12,91.0,0
SHOP000097,1,48.9,0
SHOP000097,2,59.5,0
SHOP000097,3,63.6,0
SHOP000097,4,63.6,0
SHOP000097,5,70.2,0
SHOP000097,6,78.6,0
SHOP000097,7,85.0,0
SHOP000097,8,84.8,0
SHOP000097,9,90.0,0
SHOP000097,10,93.2,0
SHOP000097,11,106.0,0
SHOP000097,12,109.9,0
SHOP000098,1,55.4,0
SHOP000098,2,57.8,0
SHOP000098,3,61.1,0
SHOP000098,4,56.2,0
SHOP000098,5,65.6,0
SHOP000098,6,64.6,0
SHOP000098,7,70.3,0
SHOP000098,8,70.9,0
SHOP000098,9,68.1,0
SHOP000098,10,73.0,0
SHOP000098,11,73.5,0
SHOP000098,12,77.4,0
SHOP000099,1,49.6,0
SHOP000099,2,48.4,0
SHOP000099,3,57.9,0
SHOP000099,4,64.9,0
SHOP000099,5,60.7,0
SHOP000099,6,66.0,0
SHOP000099,7,66.2,0
SHOP000099,8,62.7,0
SHOP000099,9,70.0,0
SHOP000099,10,80.4,0
SHOP000099,11,84.9,0
SHOP000099,12,81.1,0
SHOP000100,1,43.6,1
SHOP000100,2,45.5,1
SHOP000100,3,42.9,1
SHOP000100,4,38.7,1
SHOP000100,5,41.0,1
SHOP000100,6,37.2,1
SHOP000100,7,40.8,1
SHOP000100,8,37.2,1
SHOP000100,9,32.2,1
SHOP000100,10,26.3,1
SHOP000100,11,25.4,1
SHOP000100,12,29.7,1
SHOP000101,1,63.6,0
SHOP000101,2,63.2,0
SHOP000101,3,64.2,0
SHOP000101,4,64.5,0
SHOP000101,5,71.3,0
SHOP000101,6,73.6,0
SHOP000101,7,74.7,0
SHOP000101,8,74.2,0
SHOP000101,9,80.9,0
SHOP000101,10,80.4,0
SHOP000101,11,86.2,0
SHOP000101,12,86.9,0
SHOP000102,1,53.2,0
SHOP000102,2,57.4,0
SHOP000102,3,63.8,0
SHOP000102,4,69.9,0
SHOP000102,5,71.3,0
SHOP000102,6,76.3,0
SHOP000102,7,80.8,0
SHOP000102,8,83.2,0
SHOP000102,9,89.0,0
SHOP000102,10,93.0,0
SHOP000102,11,91.4,0
SHOP000102,12,104.4,0
SHOP000103,1,73.0,0
SHOP000103,2,73.7,0
SHOP000103,3,79.0,0
SHOP000103,4,83.0,0
SHOP000103,5,82.1,0
SHOP000103,6,88.1,0
SHOP000103,7,94.2,0
SHOP000103,8,96.7,0
SHOP000103,9,101.4,0
SHOP000103,10,104.5,0
SHOP000103,11,105.3,0
SHOP000103,12,104.1,0
SHOP000104,1,67.0,0
SHOP000104,2,66.8,0
SHOP000104,3,75.0,0
SHOP000104,4,75.2,0
SHOP000104,5,83.2,0
SHOP000104,6,91.0,0
SHOP000104,7,86.5,0
SHOP000104,8,92.3,0
SHOP000104,9,97.9,0
SHOP000104,10,105.7,0
SHOP000104,11,115.8,0
SHOP000104,12,111.6,0
SHOP000105,1,47.9,1
SHOP000105,2,50.7,1
SHOP000105,3,48.5,1
SHOP000105,4,49.4,1
SHOP000105,5,36.3,1
SHOP000105,6,39.6,1
SHOP000105,7,37.8,1
SHOP000105,8,30.6,1
SHOP000105,9,35.4,1
SHOP000105,10,29.4,1
SHOP000105,11,28.0,1
SHOP000105,12,23.0,1
SHOP000106,1,56.1,0
SHOP000106,2,58.7,0
SHOP000106,3,58.9,0
SHOP000106,4,56.3,0
SHOP000106,5,58.4,0
SHOP000106,6,58.1,0
SHOP000106,7,62.8,0
SHOP000106,8,69.3,0
SHOP000106,9,68.6,0
SHOP000106,10,66.1,0
SHOP000106,11,65.4,0
SHOP000106,12,72.2,0
SHOP000107,1,60.6,0
SHOP000107,2,63.0,0
SHOP000107,3,66.9,0
SHOP000107,4,67.6,0
SHOP000107,5,74.2,0
SHOP000107,6,77.7,0
SHOP000107,7,80.2,0
SHOP000107,8,82.8,0
SHOP000107,9,89.3,0
SHOP000107,10,87.5,0
SHOP000107,11,91.4,0
SHOP000107,12,99.6,0
SHOP000108,1,46.3,0
SHOP000108,2,45.3,0
SHOP000108,3,52.9,0
SHOP000108,4,51.2,0
SHOP000108,5,51.8,0
SHOP000108,6,53.1,0
SHOP000108,7,48.8,0
SHOP000108,8,53.3,0
SHOP000108,9,60.4,0
SHOP000108,10,51.6,0
SHOP000108,11,56.4,0
SHOP000108,12,54.6,0
SHOP000109,1,61.1,0
SHOP000109,2,68.0,0
SHOP000109,3,76.2,0
SHOP000109,4,76.5,0
SHOP000109,5,77.2,0
SHOP000109,6,85.8,0
SHOP000109,7,94.5,0
SHOP000109,8,88.6,0
SHOP000109,9,95.5,0
SHOP000109,10,100.1,0
SHOP000109,11,106.6,0
SHOP000109,12,110.0,0
SHOP000110,1,58.7,1
SHOP000110,2,55.6,1
SHOP000110,3,57.7,1
SHOP000110,4,61.2,1
SHOP000110,5,55.4,1
SHOP000110,6,57.2,1
SHOP000110,7,54.8,1
SHOP000110,8,53.1,1
SHOP000110,9,51.7,1
SHOP000110,10,54.9,1
SHOP000110,11,49.9,1
SHOP000110,12,50.1,1
SHOP000111,1,43.8,0
SHOP000111,2,47.8,0
SHOP000111,3,48.7,0
SHOP000111,4,49.4,0
SHOP000111,5,57.3,0
SHOP000111,6,60.9,0
SHOP000111,7,60.1,0
SHOP000111,8,65.8,0
SHOP000111,9,66.7,0
SHOP000111,10,70.5,0
SHOP000111,11,74.4,0
SHOP000111,12,75.3,0
SHOP000112,1,51.0,0
SHOP000112,2,57.2,0
SHOP000112,3,65.5,0
SHOP000112,4,70.0,0
SHOP000112,5,68.8,0
SHOP000112,6,75.3,0
SHOP000112,7,90.7,0
SHOP000112,8,87.2,0
SHOP000112,9,94.5,0
SHOP000112,10,97.9,0
SHOP000112,11,101.4,0
SHOP000112,12,107.3,0
SHOP000113,1,52.6,0
SHOP000113,2,62.4,0
SHOP000113,3,65.1,0
SHOP000113,4,65.4,0
SHOP000113,5,71.8,0
SHOP000113,6,71.4,0
SHOP000113,7,86.9,0
SHOP000113,8,83.5,0
SHOP000113,9,87.0,0
SHOP000113,10,94.3,0
SHOP000113,11,94.8,0
SHOP000113,12,101.0,0
SHOP000114,1,53.9,0
SHOP000114,2,60.6,0
SHOP000114,3,59.4,0
SHOP000114,4,56.6,0
SHOP000114,5,67.4,0
SHOP000114,6,73.2,0
SHOP000114,7,71.2,0
SHOP000114,8,73.2,0
SHOP000114,9,77.6,0
SHOP000114,10,75.6,0
SHOP000114,11,82.5,0
SHOP000114,12,86.4,0
SHOP000115,1,59.2,1
SHOP000115,2,49.8,1
SHOP000115,3,58.2,1
SHOP000115,4,45.0,1
SHOP000115,5,41.4,1
SHOP000115,6,45.4,1
SHOP000115,7,35.0,1
SHOP000115,8,36.0,1
SHOP000115,9,40.6,1
SHOP000115,10,27.4,1
SHOP000115,11,20.1,1
SHOP000115,12,22.9,1
SHOP000116,1,52.8,0
SHOP000116,2,56.6,0
SHOP000116,3,57.0,0
SHOP000116,4,59.0,0
SHOP000116,5,55.6,0
SHOP000116,6,60.8,0
SHOP000116,7,67.0,0
SHOP000116,8,63.5,0
SHOP000116,9,70.4,0
SHOP000116,10,68.5,0
SHOP000116,11,76.2,0
SHOP000116,12,72.9,0
SHOP000117,1,64.6,0
SHOP000117,2,67.9,0
SHOP000117,3,68.5,0
SHOP000117,4,72.1,0
SHOP000117,5,86.5,0
SHOP000117,6,81.5,0
SHOP000117,7,82.2,0
SHOP000117,8,92.7,0
SHOP000117,9,94.2,0
SHOP000117,10,100.0,0
SHOP000117,11,103.5,0
SHOP000117,12,103.8,0
SHOP000118,1,44.5,0
SHOP000118,2,42.9,0
SHOP000118,3,47.8,0
SHOP000118,4,52.4,0
SHOP000118,5,51.5,0
SHOP000118,6,54.0,0
SHOP000118,7,57.7,0
SHOP000118,8,65.1,0
SHOP000118,9,67.0,0
SHOP000118,10,69.4,0
SHOP000118,11,67.9,0
SHOP000118,12,80.4,0
SHOP000119,1,59.6,0
SHOP000119,2,62.5,0
SHOP000119,3,63.0,0
SHOP000119,4,68.2,0
SHOP000119,5,75.0,0
SHOP000119,6,73.7,0
SHOP000119,7,74.2,0
SHOP000119,8,74.6,0
SHOP000119,9,77.4,0
SHOP000119,10,81.1,0
SHOP000119,11,84.5,0
SHOP000119,12,85.5,0
SHOP000120,1,46.0,1
SHOP000120,2,41.2,1
SHOP000120,3,46.3,1
SHOP000120,4,42.9,1
SHOP000120,5,36.9,1
SHOP000120,6,35.2,1
SHOP000120,7,32.7,1
SHOP000120,8,31.6,1
SHOP000120,9,28.3,1
SHOP000120,10,23.4,1
SHOP000120,11,19.7,1
SHOP000120,12,15.9,1
SHOP000121,1,63.9,0
SHOP000121,2,70.9,0
SHOP000121,3,76.9,0
SHOP000121,4,78.3,0
SHOP000121,5,77.8,0
SHOP000121,6,86.3,0
SHOP000121,7,96.3,0
SHOP000121,8,97.6,0
SHOP000121,9,106.5,0
SHOP000121,10,105.5,0
SHOP000121,11,114.7,0
SHOP000121,12,115.7,0
SHOP000122,1,54.8,0
SHOP000122,2,52.6,0
SHOP000122,3,62.8,0
SHOP000122,4,64.7,0
SHOP000122,5,70.3,0
SHOP000122,6,74.4,0
SHOP000122,7,76.7,0
SHOP000122,8,82.9,0
SHOP000122,9,82.4,0
SHOP000122,10,90.3,0
SHOP000122,11,84.9,0
SHOP000122,12,94.8,0
SHOP000123,1,57.4,0
SHOP000123,2,60.5,0
SHOP000123,3,62.7,0
SHOP000123,4,63.2,0
SHOP000123,5,60.5,0
SHOP000123,6,70.3,0
SHOP000123,7,73.3,0
SHOP000123,8,74.3,0
SHOP000123,9,77.6,0
SHOP000123,10,87.4,0
SHOP000123,11,89.0,0
SHOP000123,12,87.4,0
SHOP000124,1,65.2,0
SHOP000124,2,67.0,0
SHOP000124,3,73.1,0
SHOP000124,4,75.9,0
SHOP000124,5,74.6,0
SHOP000124,6,83.7,0
SHOP000124,7,92.6,0
SHOP000124,8,87.6,0
SHOP000124,9,96.6,0
SHOP000124,10,101.0,0
SHOP000124,11,100.7,0
SHOP000124,12,108.0,0
SHOP000125,1,69.8,1
SHOP000125,2,67.2,1
SHOP000125,3,68.1,1
SHOP000125,4,64.2,1
SHOP000125,5,62.4,1
SHOP000125,6,56.6,1
SHOP000125,7,55.0,1
SHOP000125,8,56.8,1
SHOP000125,9,58.7,1
SHOP000125,10,53.6,1
SHOP000125,11,50.1,1
SHOP000125,12,43.1,1
SHOP000126,1,66.1,0
SHOP000126,2,63.4,0
SHOP000126,3,61.1,0
SHOP000126,4,77.9,0
SHOP000126,5,74.0,0
SHOP000126,6,74.8,0
SHOP000126,7,79.5,0
SHOP000126,8,75.6,0
SHOP000126,9,82.2,0
SHOP000126,10,83.0,0
SHOP000126,11,85.6,0
SHOP000126,12,88.8,0
SHOP000127,1,64.3,0
SHOP000127,2,65.9,0
SHOP000127,3,69.8,0
SHOP000127,4,73.1,0
SHOP000127,5,78.9,0
SHOP000127,6,83.2,0
SHOP000127,7,85.0,0
SHOP000127,8,87.8,0
SHOP000127,9,93.9,0
SHOP000127,10,97.7,0
SHOP000127,11,97.1,0
SHOP000127,12,100.9,0
SHOP000128,1,68.4,0
SHOP000128,2,72.1,0
SHOP000128,3,76.0,0
SHOP000128,4,76.2,0
SHOP000128,5,81.5,0
SHOP000128,6,89.3,0
SHOP000128,7,92.4,0
SHOP000128,8,99.4,0
SHOP000128,9,103.9,0
SHOP000128,10,110.0,0
SHOP000128,11,109.1,0
SHOP000128,12,117.2,0
SHOP000129,1,47.9,0
SHOP000129,2,44.9,0
SHOP000129,3,50.1,0
SHOP000129,4,50.0,0
SHOP000129,5,57.1,0
SHOP000129,6,65.3,0
SHOP000129,7,58.2,0
SHOP000129,8,63.8,0
SHOP000129,9,69.7,0
SHOP000129,10,73.9,0
SHOP000129,11,74.8,0
SHOP000129,12,78.9,0
SHOP000130,1,45.1,1
SHOP000130,2,40.6,1
SHOP000130,3,40.7,1
SHOP000130,4,36.3,1
SHOP000130,5,33.1,1
SHOP000130,6,34.3,1
SHOP000130,7,37.1,1
SHOP000130,8,25.1,1
SHOP000130,9,23.0,1
SHOP000130,10,24.9,1
SHOP000130,11,17.0,1
SHOP000130,12,17.0,1
SHOP000131,1,61.5,0
SHOP000131,2,69.1,0
SHOP000131,3,68.5,0
SHOP000131,4,65.1,0
SHOP000131,5,70.1,0
SHOP000131,6,79.7,0
SHOP000131,7,76.7,0
SHOP000131,8,75.6,0
SHOP000131,9,83.7,0
SHOP000131,10,86.3,0
SHOP000131,11,92.8,0
SHOP000131,12,91.2,0
SHOP000132,1,61.5,0
SHOP000132,2,70.4,0
SHOP000132,3,74.5,0
SHOP000132,4,79.5,0
SHOP000132,5,83.7,0
SHOP000132,6,87.5,0
SHOP000132,7,96.0,0
SHOP000132,8,96.4,0
SHOP000132,9,106.3,0
SHOP000132,10,103.9,0
SHOP000132,11,109.5,0
SHOP000132,12,109.2,0
SHOP000133,1,44.3,0
SHOP000133,2,53.4,0
SHOP000133,3,60.2,0
SHOP000133,4,64.6,0
SHOP000133,5,72.6,0
SHOP000133,6,80.7,0
SHOP000133,7,78.0,0
SHOP000133,8,82.8,0
SHOP000133,9,92.0,0
SHOP000133,10,92.0,0
SHOP000133,11,94.1,0
SHOP000133,12,105.2,0
SHOP000134,1,50.3,0
SHOP000134,2,54.2,0
SHOP000134,3,58.5,0
SHOP000134,4,57.6,0
SHOP000134,5,72.2,0
SHOP000134,6,59.0,0
SHOP000134,7,72.6,0
SHOP000134,8,70.4,0
SHOP000134,9,71.8,0
SHOP000134,10,76.0,0
SHOP000134,11,82.4,0
SHOP000134,12,81.0,0
SHOP000135,1,48.4,1
SHOP000135,2,51.5,1
SHOP000135,3,47.3,1
SHOP000135,4,43.1,1
SHOP000135,5,42.7,1
SHOP000135,6,39.6,1
SHOP000135,7,34.9,1
SHOP000135,8,30.4,1
SHOP000135,9,28.2,1
SHOP000135,10,27.0,1
SHOP000135,11,26.1,1
SHOP000135,12,19.7,1
SHOP000136,1,60.1,0
SHOP000136,2,64.5,0
SHOP000136,3,76.4,0
SHOP000136,4,75.0,0
SHOP000136,5,77.2,0
SHOP000136,6,88.1,0
SHOP000136,7,83.4,0
SHOP000136,8,95.0,0
SHOP000136,9,97.2,0
SHOP000136,10,99.8,0
SHOP000136,11,100.0,0
SHOP000136,12,108.9,0
SHOP000137,1,53.2,0
SHOP000137,2,57.0,0
SHOP000137,3,57.3,0
SHOP000137,4,59.9,0
SHOP000137,5,66.9,0
SHOP000137,6,73.1,0
SHOP000137,7,73.9,0
SHOP000137,8,74.4,0
SHOP000137,9,83.8,0
SHOP000137,10,86.6,0
SHOP000137,11,90.2,0
SHOP000137,12,93.5,0
SHOP000138,1,46.7,0
SHOP000138,2,51.9,0
SHOP000138,3,52.8,0
SHOP000138,4,55.1,0
SHOP000138,5,63.4,0
SHOP000138,6,60.4,0
SHOP000138,7,59.7,0
SHOP000138,8,65.1,0
SHOP000138,9,59.1,0
SHOP000138,10,69.3,0
SHOP000138,11,71.4,0
SHOP000138,12,69.7,0
SHOP000139,1,45.7,0
SHOP000139,2,48.8,0
SHOP000139,3,56.1,0
SHOP000139,4,59.2,0
SHOP000139,5,64.5,0
SHOP000139,6,64.4,0
SHOP000139,7,70.5,0
SHOP000139,8,80.2,0
SHOP000139,9,79.2,0
SHOP000139,10,81.0,0
SHOP000139,11,88.2,0
SHOP000139,12,91.7,0
SHOP000140,1,68.5,1
SHOP000140,2,67.6,1
SHOP000140,3,63.4,1
SHOP000140,4,58.3,1
SHOP000140,5,60.4,1
SHOP000140,6,47.5,1
SHOP000140,7,51.2,1
SHOP000140,8,49.1,1
SHOP000140,9,41.6,1
SHOP000140,10,43.9,1
SHOP000140,11,38.8,1
SHOP000140,12,34.8,1
SHOP000141,1,58.3,0
SHOP000141,2,55.4,0
SHOP000141,3,67.9,0
SHOP000141,4,71.9,0
SHOP000141,5,75.0,0
SHOP000141,6,81.1,0
SHOP000141,7,83.7,0
SHOP000141,8,92.7,0
SHOP000141,9,94.7,0
SHOP000141,10,100.5,0
SHOP000141,11,103.3,0
SHOP000141,12,115.8,0
SHOP000142,1,29.3,0
SHOP000142,2,42.0,0
SHOP000142,3,40.9,0
SHOP000142,4,48.2,0
SHOP000142,5,47.7,0
SHOP000142,6,58.5,0
SHOP000142,7,60.4,0
SHOP000142,8,56.2,0
SHOP000142,9,65.2,0
SHOP000142,10,66.1,0
SHOP000142,11,68.0,0
SHOP000142,12,67.3,0
SHOP000143,1,60.0,0
SHOP000143,2,57.2,0
SHOP000143,3,64.1,0
SHOP000143,4,62.8,0
SHOP000143,5,73.0,0
SHOP000143,6,75.6,0
SHOP000143,7,78.7,0
SHOP000143,8,82.3,0
SHOP000143,9,83.1,0
SHOP000143,10,90.0,0
SHOP000143,11,92.9,0
SHOP000143,12,94.1,0
SHOP000144,1,52.8,0
SHOP000144,2,60.4,0
SHOP000144,3,60.9,0
SHOP000144,4,65.3,0
SHOP000144,5,73.4,0
SHOP000144,6,81.5,0
SHOP000144,7,80.6,0
SHOP000144,8,84.2,0
SHOP000144,9,90.6,0
SHOP000144,10,90.3,0
SHOP000144,11,97.6,0
SHOP000144,12,99.8,0
SHOP000145,1,41.4,1
SHOP000145,2,39.5,1
SHOP000145,3,39.5,1
SHOP000145,4,36.8,1
SHOP000145,5,37.9,1
SHOP000145,6,29.6,1
SHOP000145,7,37.8,1
SHOP000145,8,31.0,1
SHOP000145,9,29.3,1
SHOP000145,10,38.0,1
SHOP000145,11,35.2,1
SHOP000145,12,28.5,1
SHOP000146,1,67.4,0
SHOP000146,2,71.0,0
SHOP000146,3,72.1,0
SHOP000146,4,77.4,0
SHOP000146,5,89.1,0
SHOP000146,6,85.7,0
SHOP000146,7,87.5,0
SHOP000146,8,94.9,0
SHOP000146,9,97.7,0
SHOP000146,10,97.6,0
SHOP000146,11,103.1,0
SHOP000146,12,104.5,0
SHOP000147,1,70.2,0
SHOP000147,2,76.9,0
SHOP000147,3,85.2,0
SHOP000147,4,85.3,0
SHOP000147,5,88.2,0
SHOP000147,6,92.8,0
SHOP000147,7,92.5,0
SHOP000147,8,100.9,0
SHOP000147,9,99.3,0
SHOP000147,10,107.9,0
SHOP000147,11,114.8,0
SHOP000147,12,113.8,0
SHOP000148,1,63.4,0
SHOP000148,2,61.8,0
SHOP000148,3,59.8,0
SHOP000148,4,70.4,0
SHOP000148,5,74.4,0
SHOP000148,6,74.0,0
SHOP000148,7,75.5,0
SHOP000148,8,79.8,0
SHOP000148,9,84.1,0
SHOP000148,10,89.7,0
SHOP000148,11,90.5,0
SHOP000148,12,92.3,0
SHOP000149,1,43.5,0
SHOP000149,2,53.1,0
SHOP000149,3,56.8,0
SHOP000149,4,64.0,0
SHOP000149,5,52.5,0
SHOP000149,6,62.9,0
SHOP000149,7,62.2,0
SHOP000149,8,68.7,0
SHOP000149,9,69.5,0
SHOP000149,10,81.1,0
SHOP000149,11,80.9,0
SHOP000149,12,80.0,0
SHOP000150,1,51.0,1
SHOP000150,2,44.7,1
SHOP000150,3,43.2,1
SHOP000150,4,33.9,1
SHOP000150,5,27.9,1
SHOP000150,6,29.6,1
SHOP000150,7,19.3,1
SHOP000150,8,17.0,1
SHOP000150,9,13.2,1
SHOP000150,10,12.4,1
SHOP000150,11,1.7,1
SHOP000150,12,0.0,1
SHOP000151,1,64.1,0
SHOP000151,2,71.8,0
SHOP000151,3,80.0,0
SHOP000151,4,75.7,0
SHOP000151,5,86.3,0
SHOP000151,6,78.8,0
SHOP000151,7,93.2,0
SHOP000151,8,96.2,0
SHOP000151,9,103.8,0
SHOP000151,10,107.4,0
SHOP000151,11,110.8,0
SHOP000151,12,118.2,0
SHOP000152,1,47.3,0
SHOP000152,2,54.8,0
SHOP000152,3,63.1,0
SHOP000152,4,60.7,0
SHOP000152,5,61.4,0
SHOP000152,6,56.8,0
SHOP000152,7,68.3,0
SHOP000152,8,71.6,0
SHOP000152,9,67.7,0
SHOP000152,10,68.1,0
SHOP000152,11,69.1,0
SHOP000152,12,71.0,0
SHOP000153,1,62.4,0
SHOP000153,2,70.2,0
SHOP000153,3,69.5,0
SHOP000153,4,72.7,0
SHOP000153,5,76.8,0
SHOP000153,6,81.7,0
SHOP000153,7,92.8,0
SHOP000153,8,92.1,0
SHOP000153,9,96.8,0
SHOP000153,10,103.2,0
SHOP000153,11,100.4,0
SHOP000153,12,113.8,0
SHOP000154,1,55.8,0
SHOP000154,2,55.9,0
SHOP000154,3,61.0,0
SHOP000154,4,62.1,0
SHOP000154,5,65.8,0
SHOP000154,6,71.9,0
SHOP000154,7,74.3,0
SHOP000154,8,78.9,0
SHOP000154,9,84.0,0
SHOP000154,10,89.1,0
SHOP000154,11,91.6,0
SHOP000154,12,91.7,0
SHOP000155,1,51.6,1
SHOP000155,2,49.5,1
